soru,cevap
İşyeri faaliyetinin durdurulmasına yönelik verilen karara karşı itiraz süresi ne kadardır ve hangi mahkemeye yapılmalıdır?,"İşyeri faaliyetinin durdurulmasına yönelik verilen karara karşı itiraz süresi, durdurma işleminin gerçekleştiği günden itibaren 6 iş günü olup, itiraz işyerinin bulunduğu yerdeki İş Mahkemesi’nde yapılmalıdır."
"İş Mahkemesi, itiraz süresi içinde verdiği kararın niteliği nedir?","İş Mahkemesi, 6 iş günü içinde verdiği karar kesindir."
İdarenin eylem ve işlemlerinin hukuka uygun olması için hangi şartlar gereklidir?,İdarenin eylem ve işlemlerinin kamu yararı amacıyla tesis edilmesi ve gerek esas gerekse usul yönünden hukuka uygun olması gereklidir.
İşletmenin faaliyetten men edilmesi durumunda yetki kime aittir ve bu yetki dışında bir işlem yapılırsa ne olur?,"İşletmenin faaliyetten men edilmesi durumunda yetki, mahallin en büyük mülki amirine aittir; bu yetki dışında bir işlem yapılırsa, işyeri kapatılması mevzuata aykırı olur ve yetkisiz mercii tarafından tesis edilen faaliyetten men kararı mahkemece iptal edilir."
Hukuka aykırı bir şekilde faaliyetten men edilen bir işyeri sahibi ne tür tazminat taleplerinde bulunabilir?,"Hukuka aykırı bir şekilde faaliyetten men edilen işyeri sahibi, gelir kaybının ve varsa başkaca zararlarının tazminini isteyebilir; ayrıca manevi olarak zarara uğradıysa, bu zararın tazminini de dava konusu edebilir."
İşyeri kapatma kararlarının iptali davasında hangi mahkeme görevli olarak belirlenmiştir?,İşyeri kapatma kararlarının iptali davasında görevli mahkeme idare mahkemeleridir.
İşyeri kapatma kararının iptali davasında yetkili mahkeme neresi olarak tanımlanmaktadır?,"İşyeri kapatma kararının iptali davasında yetkili mahkeme, işlemi tesis eden idarenin bulunduğu yer idare mahkemesidir."
İşyeri kapatma kararları hangi tür idari işlemler arasında yer almaktadır?,"İşyeri kapatma kararları, idarenin gerçekleştirdiği idari işlemlerden biri olarak yer almaktadır."
İdari işlemin unsurları nelerdir ve bu unsurların hukuka uygunluğu neden önemlidir?,"İdari işlemin unsurları yetki, şekil, sebep, konu ve amaçtır. Bu unsurların hukuka uygun olması, idarelerin tesis ettiği işlemlerin geçerliliği için şarttır."
İdari işlemlerin hukuka uygun olması için hangi unsurların tamamı göz önünde bulundurulmalıdır?,"İdari işlemlerin hukuka uygun olması için yetki, şekil, sebep, konu ve amaç unsurlarının tamamı göz önünde bulundurulmalıdır."
İdari işlemlerin yetki yönünden hukuka aykırılıkları hangi alt başlıklara ayrılmaktadır?,"İdari işlemlerin yetki yönünden hukuka aykırılıkları, yer itibariyle yetkisizlik, konu itibariyle yetkisizlik ve zaman itibariyle yetkisizlik olarak üç alt başlığa ayrılmaktadır."
Yer itibariyle yetkisizlik ne anlama gelmektedir ve hangi durumlarda hukuka aykırı sayılmaktadır?,"Yer itibariyle yetkisizlik, idarenin yetkili olduğu coğrafya dışında tesis ettiği idari işlemlerin hukuka aykırı olması anlamına gelmektedir."
Konu itibariyle yetkisizlik nedir ve hangi durumlarda ortaya çıkar?,"Konu itibariyle yetkisizlik, idarenin kendi yetkili olduğu konular dışında işlem tesis etmesi sonucu oluşan hukuka aykırılık olarak tanımlanmaktadır."
Zaman itibariyle yetkisizlik neyi ifade eder ve hangi durumlarda idari işlem hukuka aykırı hale gelir?,"Zaman itibariyle yetkisizlik, yetki süresinin dolmasına rağmen idari personel tarafından işlem tesis edilmesi durumunda ortaya çıkar ve bu durumda ilgili idari işlem hukuka aykırı hale gelir."
Şekil yönünden hukuka aykırılık ne anlama gelir ve bu durumun sonuçları nelerdir?,"Şekil yönünden hukuka aykırılık, idare tarafından tesis edilen işlemlerin mevzuatta düzenlenen şekil şartlarına uygun olmaması durumudur ve bu nedenle menfaati ihlal edilen herkes, bu idari işlemin iptali talebiyle dava açabilir."
Sebep yönünden hukuka aykırılık neyi ifade eder ve bir örnekle açıklanabilir mi?,"Sebep yönünden hukuka aykırılık, idari işlemin usul ve yasaya uygun bir sebebe dayanmadığı durumları ifade eder. Örneğin, öğrenciye kopya çektiği için uzaklaştırma cezası verilmesi için öncelikle kopya çekme eyleminin gerçekleşmiş olması gerekir."
Konu yönünden hukuka aykırılık ne anlama gelir ve hangi durumlarda idari işlemler iptal edilebilir?,"Konu yönünden hukuka aykırılık, idari işlemlerin konusu hukuka aykırı veya imkânsız olduğunda ortaya çıkar ve bu tür işlemler iptal davasına konu edilebilir."
Amaç yönünden hukuka aykırılık nedir ve hangi durumlarda idari işlemler sakat sayılır?,"Amaç yönünden hukuka aykırılık, idarelerin idari işlem tesis ederken kamu yararından başka amaçlar gütmesi durumunda ortaya çıkar ve bu tür işlemler hukuka aykırı sayılır."
İdari işlemlerin iptali davasını kimler açabilir?,"İdari işlemlerin iptali davasını, ilgili idari işlem dolayısıyla menfaati ihlal edilen kişiler açabilir."
İptal davalarında menfaat ihlali ile tam yargı davaları arasındaki temel fark nedir?,"İptal davalarında menfaat ihlali yeterli görülürken, tam yargı davalarında hak ihlalinin varlığı aranmaktadır."
Somut olayın koşullarına göre iptal davası açma şartları nelerdir?,"Somut olayın koşullarına göre, iptal davası açabilmek için ilgili idari işlem dolayısıyla menfaati ihlal edilen kişiler olmalıdır."
İdari işlemlere karşı dava açma süresi ne kadardır ve bu süre ne zaman başlar?,"İdari işlemlere karşı dava açma süresi, kural olarak altmış (60) gündür ve bu süre, ilgili idari işlemin ilgilisine tebliğinden itibaren başlar."
Dava açma süresi dolmuş olsa bile hangi durumlarda bu sürenin yeniden canlanması mümkün olabilir?,"Dava açma süresi dolmuş olsa bile, kimi durumlarda bu sürenin yeniden canlanması söz konusu olabilir."
İdari işlemin kaldırılması veya değiştirilmesi için ne tür bir başvuru yapılabilir ve bu başvurunun etkisi nedir?,İdari işlemin kaldırılması veya değiştirilmesi için bir üst mercie başvuruda bulunulabilir ve bu başvuru yapıldığında idari dava açma süresi durur.
"Başvuruyu alan idare, başvuruya ne kadar süre içinde cevap vermezse istem reddedilmiş sayılır?","Başvuruyu alan idare, otuz gün içinde cevap vermezse istem reddedilmiş sayılır."
Başvuru reddedildiğinde ne yapılabilir?,"Başvuru reddedildiğinde, ilgililer tarafından işlemin iptali için dava açılabilir."
İptal davalarında görevli mahkeme hangi mahkemelerdir ve bu durumun istisnası nedir?,"İptal davalarında görevli mahkeme, aksi özel kanunlarda belirtilmedikçe, idare mahkemeleridir. Bu durumun istisnası, özel kanunlarda belirtilen durumlar olarak ifade edilmektedir."
İptal davalarında yetkili mahkeme nasıl belirlenir?,"İptal davalarındaki yetkili mahkeme, ilgili işlemi yapan idari merciin bulunduğu yerdeki İdare Mahkemesidir."
İdari işlemlerin iptali davası sonucunda verilen iptal kararının etkisi nedir?,"İdari işlemlerin iptali davası sonucunda verilen iptal kararı, geçmişe yürüyerek o işlemin hiç yapılmamış gibi kabul edilmesini sağlar ve tüm sonuçları ile birlikte ortadan kalkar."
Danıştay kararlarına göre idari işlemin iptali ne zaman geriye yürür?,"Danıştay kararlarına göre idari işlemin iptali, dava konusu işlemdeki sakatlığın ortaya çıktığı ana kadar geriye yürür ve sakat işlemi ortadan kaldırır."
İdari işlemin iptali davasının kabulü durumunda kararın kapsamı nedir?,"İdari işlemin iptali davasının kabulü durumunda verilen karar, genele etkili olup iptal davası açmayanlar için de uygulanır."
İdarenin hukuka aykırı eylemleri sonucunda hangi tür davalar açılabilir?,"İdarenin hukuka aykırı eylemleri sonucunda, maddi nitelikli kayıpların giderilmesi için tam yargı davası ve kişilik haklarının ihlali nedeniyle manevi zararların tazmini için de tam yargı davası açılabilir."
İdarenin hizmet kusuru ne şekilde oluşabilir ve bu durumun kapsamı nedir?,"İdarenin hizmet kusuru, kamu hizmetinin ifasında hizmetin gereği gibi yerine getirilmemesi veya kamu hizmetinin zamanında ya da hiç yerine getirilmemesi şeklinde oluşabilir."
İdari işlemlerden doğan sorumluluk kime aittir ve bu durum nasıl bir ilişkiyi ifade eder?,"İdari işlemlerden doğan sorumluluk, işlemin asıl sahibi, kurucusu ve düzenleyicisi olan idareye aittir; bu durum, memur sıfatındaki gerçek kişilerin gerçekleştirdiği işlemlerle ilgili bir sorumluluk ilişkisini ifade eder."
İdarenin hizmet kusuru nedeniyle zarar gören kişiler hangi yargı yoluna başvurabilirler?,"İdarenin hizmet kusuru nedeniyle zarar gören kişiler, uğradıkları zararın tazmini için tam yargı davası açabilecekleri gibi, zarara konu idari işlemin iptali talebiyle de yargı yoluna başvurabilirler."
Tam yargı davası açma süreci ile idari işlemin iptali talebi arasında nasıl bir ilişki vardır?,"Tam yargı davası açma süreci, idari işlemin iptaliyle aynı dava içinde talep edilebileceği gibi, önce iptal kararı alınarak sonradan tam yargı davası açılması da mümkündür."
Zarara konu idari işlemin iptali talebi olmaksızın hangi yargı yoluna başvurulabilir?,Zarara konu idari işlemin iptali talebi olmaksızın doğrudan tam yargı davası açılmasında hukuken hiçbir engel yoktur.
İdarenin tazmin yükümlülüğü altında olduğu sorumluluk türleri nelerdir ve bu sorumlulukların niteliği nasıldır?,"İdarenin tazmin yükümlülüğü altında olduğu sorumluluk türleri, idari yargıda çeşitli şekillerde ortaya çıkabilir. Ancak, idarenin hizmet kusurundan doğan sorumluluğu, tam anlamıyla bir 'kusur sorumluluğu' niteliğindedir."
İdarenin hizmet kusurundan doğan sorumluluğu hangi koşullara bağlıdır?,"İdarenin hizmet kusurundan doğan sorumluluğu, idarenin işlem ve eylemlerinde herhangi bir kusur bulunup bulunmadığına bağlıdır."
"Hizmet kusuruna dayanan sorumluluk türü, idare hukukunda nasıl bir özellik taşır?","Hizmet kusuruna dayanan sorumluluk türü, idare hukukuna özgü bir sorumluluk şekli olup, özel hukukta yer alan sorumluluk türlerinden birçok yönü ile ayrılmaktadır."
İdarenin zarara konu eylem veya işlemde kusuru olmasa bile sorumluluğu nasıl gündeme gelebilir?,"İdarenin zarara konu eylem veya işlemde kusuru olmasa bile sorumluluğu, belirli durumlarda gündeme gelebilir, ancak bu durumlar genellikle idarenin hizmet kusuruna dayanan sorumluluğunun kapsamı içindedir."
İdarenin hizmet kusurundan kaynaklanan tazminat davalarının kabul edilebilmesi için hangi şartların mevcut olması gerekmektedir?,"İdarenin hizmet kusurundan kaynaklanan tazminat davalarının kabul edilebilmesi için, idarenin bir kamu hizmeti olması, belirlenmiş bir hizmet kusurunun bulunması, zarar doğması, zarar görenin idarenin kamu hizmeti ilkelerine aykırı hareket ettiğini ispat etmesi ve davanın yasal süresi içerisinde açılması gerekmektedir."
"İdari yargı mercileri, tazminat davasının şartlarını nasıl değerlendirir?","İdari yargı mercileri, tazminat davasının şartlarını re’sen araştırır ve şartların bulunmaması durumunda davanın reddine karar verebilir."
Tazminat davasının reddine neden olabilecek bir durum nedir?,"Tazminat davasının reddine neden olabilecek bir durum, yukarıda belirtilen şartlardan birinin dahi bulunmamasıdır."
"Zarar görenin, idarenin hizmet kusurunu ispat etmesi için hangi ilkeye dikkat etmesi gerekmektedir?","Zarar görenin, idarenin hizmet kusurunu ispat etmesi için idarenin kamu hizmeti ilkelerine aykırı hareket ettiğini ispat etmesi gerekmektedir."
İdarenin hizmet kusurundan doğan tazminat davalarında genel dava açma süresi ne kadardır?,İdarenin hizmet kusurundan doğan tazminat davalarında genel dava açma süresi 60 gündür.
"Dava açma süresinin başlangıcı, zarara yol açan olayın kaynağına göre nasıl değişiklik göstermektedir?","Dava açma süresinin başlangıcı, zarara yol açan olayın idarenin bir işleminden mi yoksa eyleminden mi kaynaklandığına göre değişiklik göstermektedir."
"Eğer zarara sebep olan olay idarenin bir işleminden kaynaklanıyorsa, dava açma süresi ne zaman başlar?","Zarara sebep olan olay idarenin bir işleminden kaynaklanıyorsa, dava açma süresi zarara yol açan işlemin idareden kaynaklandığının ve zararın kapsamının tam olarak öğrenildiği tarihten itibaren başlayacaktır."
"Zarara sebep olan olay idarenin bir eyleminden kaynaklanıyorsa, zarar görenin ne yapması gerekmektedir?","Zarara sebep olan olay idarenin bir eyleminden kaynaklanıyorsa, zarar gören öncelikle zarara sebep olan idari eylemi gerçekleştiren idareye, zararın tazmini talebiyle başvuruda bulunmak zorundadır."
"Eğer zarar görenin başvurusu tamamen veya kısmen reddedilirse, ya da idare 30 gün içinde cevap vermezse ne olur?","Eğer zarar görenin başvurusu tamamen veya kısmen reddedilirse ya da idare 30 gün içinde cevap vermezse, dava açma süresi içinde tam yargı davası açılabilecektir."
Dava açma süresinin yeniden canlanması hangi durumlarda mümkün olabilir?,"Dava açma süresinin yeniden canlanması, kimi durumlarda çoktan sona ermiş olan dava açma süresinin yeniden canlanması mümkün olabilir."
"İdarenin hizmet kusurundan kaynaklanan tazminat davalarında, zarara uğrayan kişinin hangi yükümlülükleri bulunmamaktadır?","İdarenin hizmet kusurundan kaynaklanan tazminat davalarında, zarara uğradığını iddia eden kişinin, ilgili idari hizmeti yerine getiren kamu görevlisini ve bu kişinin kusurunu ispatlamakla yükümlü olmadığı belirtilmektedir."
Tazminat davasında idarenin kusurunu ispatlamak için hangi unsurların kanıtlanması gerekmektedir?,"Tazminat davasında, idarenin yürüttüğü faaliyetin kusurlu işlendiği, hizmetin gereği gibi işlenmediği veya hiç yerine getirilmediği kanıtlanmalıdır."
İdarenin kamu hizmetinin kusurlu olup olmadığını belirlemede hangi unsurlar dikkate alınmaktadır?,"İdarenin kamu hizmetinin kusurlu olup olmadığı, yasal mevzuat hükümleri ile birlikte kamu hukukuna hâkim ilkeler nazarında belirlenmektedir."
Somut olayın koşulları tazminat davasında nasıl bir rol oynamaktadır?,"Somut olayın koşulları, tazminat davasında kusur ve sorumluluğun tespitinde bir değerlendirme yapılmasını sağlamaktadır."
İdarenin ispat yükü neyi kapsamaktadır?,"İdarenin ispat yükü, söz konusu kamu hizmetinin kendisi tarafından gereği gibi yerine getirildiğini ispatlamaktan ibarettir."
İdarenin hizmet kusurundan kaynaklanan tazminat davalarında hangi yargı mercileri görevlidir?,İdarenin hizmet kusurundan kaynaklanan tazminat davalarında idari yargı mercileri görevlidir.
Yetkili mahkemenin belirlenmesinde hangi kanun maddesi esas alınmaktadır?,Yetkili mahkemenin belirlenmesinde İdari Yargılama Usulü Kanunu m.36 esas alınmaktadır.
Hizmetin gerçekleştirildiği yer mahkemesi ne zaman yetkili olur?,"Hizmetin gerçekleştirildiği yer mahkemesi, zarar bayındırlık ve ulaştırma gibi bir hizmetten veya idarenin herhangi bir eyleminden doğmuşsa yetkilidir."
Davacının ikametgâhının bulunduğu yer mahkemesi ne zaman yetkili kabul edilir?,"Davacının ikametgâhının bulunduğu yer mahkemesi, diğer hallerde yetkili kabul edilir."
İdarenin hizmet kusurundan kaynaklanan maddi tazminat talebi neyi ifade etmektedir?,"İdarenin hizmet kusurundan kaynaklanan maddi tazminat talebi, zarar gören kişinin mal varlığında meydana gelen eksilmenin tazmini talep etmesi anlamına gelmektedir."
Manevi tazminat talebi hangi durumlarda ortaya çıkmaktadır?,"Manevi tazminat talebi, idarenin hizmet kusuru nedeniyle kişinin yaşadığı elem, keder ve üzüntü sonucu manevi olarak uğradığı yıkım ve yıpranmayı tatmin amacıyla ortaya çıkmaktadır."
Kamu görevlisinin kişilere zarar vermesi hangi tür bir hizmet kusurunu temsil etmektedir?,"Kamu görevlisinin tamamen kendi iradesi ile kişilere karşı siyasal, kişisel veya başka nedenlerle zarar vermesi, idarenin hizmet kusuru olarak değerlendirilmektedir."
İdarenin sorumluluğundaki yolda güvenlik önlemlerinin alınmaması durumunda ne tür bir zarar meydana gelebilir?,"İdarenin sorumluluğundaki yolda çalışma yapılırken gerekli güvenlik önlemlerinin alınmaması nedeniyle uğranılan zarar, hizmet kusurundan kaynaklandığı söylenebilir."
Sağlık hizmetinin kusurlu işletilmesi ne tür bir hizmet kusuru örneğidir?,"İdarenin sağlık hizmetini kusurlu işletmesi nedeniyle uğranılan zarar, klasik bir hizmet kusuru örneği olarak kabul edilmektedir."
Askerlik yapmaya elverişli olmayan bir kişinin askere alınması sonucu ne tür bir zarar ortaya çıkabilir?,"Askerlik yapmaya elverişli olmayan kişinin askere alınması sonucu, söz konusu kişinin yaşamına son vermesi nedeniyle uğranılan zarar, idarenin hizmet kusuruna dâhil edilebilir."
Belediyelerin bariyer sistemindeki bakım eksikliği hangi tür tazminat sorumluluğuna yol açabilir?,"Belediyelerin bariyer sistemindeki gerekli bakım ve düzenlemeyi yapmaması nedeniyle kişilerin zarara uğraması, idarenin hizmet kusurundan doğan tazminat sorumluluğuna yol açabilir."
Türk Medeni Kanunu'nun 141. maddesi evlenme töreninin nasıl yapılması gerektiğini belirtmektedir. Bu maddeye göre evlenme töreninin hangi şartlar altında gerçekleşmesi gerekmektedir?,"Türk Medeni Kanunu'nun 141. maddesine göre evlenme töreni, evlendirme dairesinde evlendirme memurunun ve ayırt etme gücüne sahip ergin iki tanığın önünde açık olarak yapılmalıdır."
"Türk Medeni Kanunu, evlilik türleri arasında hangi türü yasal ve geçerli olarak tanımaktadır?","Türk Medeni Kanunu, yalnızca resmi nikâhı yasal ve geçerli evlenme türü olarak tanımaktadır."
İmam nikâhı ile evlenmiş kişilerin hakları konusunda Türk Medeni Kanunu'nun durumu nedir?,"Türk Medeni Kanunu, imam nikâhı ile evlenmiş kişilerin haklarını düzenlemediğinden, bu kişiler sıkıntılar ve mağduriyetler yaşamaktadır."
İmam nikâhının Türk Medeni Kanunu çerçevesinde nasıl bir etkisi vardır?,"İmam nikâhı, Türk Medeni Kanunu çerçevesinde etkisi tanınmayan bir evlilik türüdür ve yalnızca resmi nikâh geçerli kabul edilmektedir."
Evlilik türleri ile ilgili daha fazla bilgi edinmek isteyenler için hangi kaynak önerilmektedir?,Evlilik türleri ile ilgili daha fazla bilgi edinmek isteyenler için 'Dini Nikahın Hukuktaki Yeri' isimli makale incelenmesi önerilmektedir.
Türk Medeni Kanunu'na göre geçerli bir evlilik birliği nasıl kurulmaktadır ve resmi nikâh olmadan boşanma durumu söz konusu mudur?,Türk Medeni Kanunu'na göre geçerli bir evlilik birliği resmi nikâhla kurulmaktadır ve resmi nikâh olmadan boşanma durumu söz konusu değildir.
İmam nikâhlı eşin manevi tazminat hakkı ile ilgili hukukumuzda ne gibi düzenlemeler bulunmaktadır?,"İmam nikâhlı eşin manevi tazminat hakkı ile ilgili hukukumuzda açık bir düzenleme bulunmamaktadır; bu hak, Yargıtay’ın içtihatları ile belirlenmektedir."
Yargıtay 4. Hukuk Dairesi'nin 2001 tarihli kararında imam nikâhlı eşin manevi tazminat isteminin haklı olduğu nasıl ifade edilmiştir?,"Yargıtay 4. Hukuk Dairesi'nin 2001 tarihli kararında, davalının resmi evlenme olgusuna yanaşmaması nedeniyle davacının sosyal kişilik değerlerine saldırıda bulunduğu ve bu nedenle manevi tazminat isteminin haklı olduğu ifade edilmiştir."
Yargıtay'ın 2016 tarihli kararında davacının yaşadığı zararlar nelerdir ve manevi tazminatın verilmesi neden gereklidir?,"Yargıtay'ın 2016 tarihli kararında, davacının evlenme vaadi ile kandırıldığı, fiziksel ve ruhsal anlamda zarara uğradığı belirtilmiş ve manevi tazminatın verilmesi, davacının duygusal tatmini ve zarar verenin benzer eylemlerden alıkonulması amacıyla gereklidir."
"Yargıtay Hukuk Genel Kurulu'nun 1997 tarihli kararı, imam nikâhlı eşin manevi tazminat hakkı konusunda ne gibi bir değişiklik yapmıştır?","Yargıtay Hukuk Genel Kurulu'nun 1997 tarihli kararı, imam nikâhlı eşe manevi tazminat hakkı tanınamayacağını öngören bir kararı bozmuş ve bu hakkın davacı tarafa sağlanması gerektiğine hükmetmiştir."
İmam nikâhlı eşin manevi tazminat istemi konusundaki Yargıtay içtihatlarının durumu nedir?,"İmam nikâhlı eşin manevi tazminat istemi konusu, hukukumuzda son derece tartışmalı bir durumdadır ve Yargıtay’ın bu konudaki içtihatları çelişkiler göstermektedir."
Cinsel taciz suçunun hukuki tanımında hangi unsurların varlığı aranır?,"Cinsel taciz suçunun hukuki tanımında, kişinin vücut dokunulmazlığının ihlâl etmeyen fiillerin varlığı aranır."
Cinsel taciz suçunun cinsel saldırı suçundan farkı nedir?,"Cinsel taciz suçu, cinsel amaçlı fiziksel temasta bulunmaktan ibaret değildir; bu durum cinsel dokunulmazlığa karşı daha ağır bir suç olan cinsel saldırı suçunu oluşturur."
Cinsel taciz suçunun tespitinde hangi faktörler dikkate alınır?,"Cinsel taciz suçunun tespitinde sosyal normlar, kullanılan dil ve eylemin niteliği gibi faktörler dikkate alınır."
Türk Ceza Kanunu'nda cinsel taciz suçu hangi madde ile düzenlenmiştir?,"Cinsel taciz suçu, 5237 sayılı Türk Ceza Kanunu'nun 105. maddesi ile düzenlenmiştir."
Cinsel taciz suçunun cezası ne kadardır ve hangi durumlarda artırılabilir?,"Cinsel taciz suçunun cezası, mağdurun şikayeti üzerine üç aydan iki yıla kadar hapis cezası veya adlî para cezasıdır; eğer fiil çocuğa karşı işlenmişse ceza altı aydan üç yıla kadar hapis cezasına çıkar."
Cinsel taciz suçunun işlenmesi durumunda cezanın artırılmasına neden olan koşullar nelerdir?,"Cinsel taciz suçunun cezası, kamu görevi, aile içi ilişki, aynı işyerinde çalışma veya elektronik haberleşme araçlarının sağladığı kolaylık gibi durumlarda yarı oranında artırılır."
Cinsel taciz suçunun manevi unsuru nedir ve bu unsurun oluşabilmesi için hangi koşullar gereklidir?,"Cinsel taciz suçunun manevi unsuru, kasten işlenmesi ve cinsel bir amaçla gerçekleştirilmesi gerekliliğidir. Yani, sadece bilerek ve isteyerek bir davranışın yapılması yeterli değildir; o davranışın cinsel amaç taşıması da şarttır."
Cinsel taciz suçunun maddi unsuru neyi ifade eder ve hangi tür davranışları kapsar?,"Cinsel taciz suçunun maddi unsuru, fiziki temas olmaksızın bireyin cinsel dokunulmazlığının ihlali niteliğindeki her türlü davranışı ifade eder. Bu davranışlar sözle, yazıyla, el kol hareketleriyle veya teşhir suretiyle gerçekleştirilebilir."
Cinsel taciz suçunu oluşturan eylemler nelerdir ve bu eylemlerin hangi özellikleri taşıması gerekir?,"Cinsel taciz suçunu oluşturan eylemler arasında laf atma, cinsel organ gösterme, cinsel içerikli mesajlar gönderme, cinsel organ fotoğrafı paylaşma ve cinsel ilişki teklifi gibi davranışlar yer alır. Bu eylemlerin mağdura yönelik olması ve ona ulaşması gerekmektedir."
Cinsel taciz suçunun oluşması için eylemlerin sürekli olması mı gerekmektedir?,Cinsel taciz suçunun oluşması için eylemlerin sürekli olması gerekmez; bir kez gerçekleşen bir eylem dahi cinsel taciz suçunu oluşturabilir.
"Mesajlaşma uygulamaları ve sosyal medya platformlarının insanlara sağladığı anonimlik, hangi tür eylemleri daha kolay hale getiriyor?","Mesajlaşma uygulamaları ve sosyal medya platformlarının sağladığı anonimlik, insanlara gerçek hayatta cesaret edemeyecekleri birçok eylemi daha kolay bir şekilde yapma imkanı veriyor."
"Sanal ortamlarda gerçekleştirilen cinsel içerikli paylaşımlar, neden gerçek hayatta suç teşkil edebilir?","Sanal ortamlarda gerçekleştirilen cinsel içerikli paylaşımlar, kişinin isteği dışında yapıldığında veya rahatsız edici cinsel içerikli davranışlar içerdiğinde, gerçek hayatta suç teşkil edebilir ve yasal sonuçları olabilir."
Cinsel taciz suçunun nitelikli hali olarak kabul edilen eylemler nelerdir?,"Cinsel taciz suçunun nitelikli hali olarak kabul edilen eylemler, cinsel içerikli mesajlar göndermek, cinsel içerikli paylaşımlarda bulunmak ve bir kişiyi rahatsız edecek cinsel içerikli davranışlarda bulunmaktır."
Sanal iletişimde yasal sınırların ve kişisel sınırların bilincinde olmanın önemi nedir?,"Sanal iletişimde yasal sınırların ve kişisel sınırların bilincinde olmak, sanal platformlarda gerçekleştirilen eylemlerin gerçek hayatta suç olabileceğini göz önünde bulundurmak açısından önemlidir."
Cinsel taciz olarak nitelendirilemeyecek durumlar nelerdir ve bu durumların gençler arasındaki iletişimle ilişkisi nedir?,"Cinsel taciz olarak nitelendirilemeyecek durumlar, karşılıklı rıza üzerine gerçekleşen iletişim ve paylaşımlardır. Özellikle gençler arasında bu tür iletişimlerin genellikle şaka veya abartılı ifadelerden ibaret olduğu ve cinsel bir amacı taşımadığı bilinen bir gerçektir."
Cinsel taciz iddialarının haksız ve dayanaksız olmasının nedenleri nelerdir?,"Cinsel taciz iddialarının haksız ve dayanaksız olmasının nedenleri, konuşma ve paylaşımlarda cinsel amaç olmaması ve karşılıklı olarak bu tarz diyalogların kabul edilmesidir."
Cinsel taciz iddialarının doğruluğunu belirlemede hangi unsurlar önemlidir?,"Cinsel taciz iddialarının doğruluğunu belirlemede, söylenen sözler ve olayın detayları önemlidir. Yasada, eylemin cinsel amaçlı olup olmadığına dikkat edilmesi gerektiği vurgulanmaktadır."
Cinsel taciz iddialarına karşı savunma nasıl şekillenebilir?,"Cinsel taciz iddialarına karşı savunma, durumun özelliğine ve iddialara bağlı olarak çeşitlilik gösterebilir. Savunmada, iddia edilen eylemlerin cinsel amaç taşımadığını ve karşılıklı rızaya dayalı olarak yaşandığını vurgulamak gerekmektedir."
Cinsel taciz iftirasının kanıtlanması veya çürütülmesi için hangi deliller kullanılabilir?,"Cinsel taciz iftirasının kanıtlanması veya çürütülmesi için olayın tanıkları, yazılı veya sesli iletişim kayıtları, dijital izler veya diğer deliller kullanılabilir."
Cinsel taciz suçunun temel hali için şikayet süresi ne kadardır ve bu sürenin önemi nedir?,"Cinsel taciz suçunun temel hali için şikayet süresi 6 aydır ve bu süre içerisinde şikayet yapılması, soruşturma yapılabilmesi için gereklidir."
Cinsel taciz suçunun posta veya elektronik haberleşme araçlarıyla işlenmesi durumunda zamanaşımı süresi ne kadardır?,Cinsel taciz suçunun posta veya elektronik haberleşme araçlarıyla işlenmesi durumunda zamanaşımı süresi 8 yıldır.
Cinsel taciz suçunun soruşturma ve kovuşturma süreçleri hangi durumlarda şikayete tabi değildir?,"Cinsel taciz suçu, posta veya elektronik haberleşme araçlarının sağladığı kolaylıklarla işlendiğinde soruşturma ve kovuşturma şikayete tabi değildir."
Cinsel taciz suçu ile ilgili olarak ceza yargılaması hangi iki aşamadan oluşmaktadır?,"Cinsel taciz suçu ile ilgili ceza yargılaması, soruşturma ve kovuşturma olmak üzere iki aşamadan oluşmaktadır."
Cinsel taciz suçunda soruşturma ve kovuşturma aşamalarının başlaması için hangi koşul gereklidir?,Cinsel taciz suçunda soruşturma ve kovuşturma aşamalarının başlaması için mağdurun Savcılığa şikayette bulunması gereklidir.
"Cinsel taciz suçu işlendiğinde, ihbar edilse bile Savcının nasıl bir tutum sergilediği belirtilmiştir?","Cinsel taciz suçu işlendiğinde, ihbar edilse bile Savcı resen harekete geçmez."
Soruşturma aşamasında süreci yöneten makam kimdir ve bu makamın rolü nedir?,"Soruşturma aşamasında süreci yöneten makam Savcılıktır ve Savcılık, mağdurun şikayeti üzerine harekete geçerek suçun gerçekten işlenip işlenmediğini araştırır ve delilleri toplar."
"Cumhuriyet Savcısı, şüphelinin ifadesini almak için ne yapar?","Cumhuriyet Savcısı, şüphelinin ifadesini almak üzere çağrı kağıdı gönderir."
"Savcılık, soruşturma sonucunda hangi iki karardan birini verebilir?","Savcılık, soruşturma sonucunda ya takipsizlik kararı verebilir ya da suçun işlenmiş olduğuna dair yeterli suç şüphesine ulaşması halinde iddianame düzenler."
Soruşturma evresi ne zaman sona erer?,"Soruşturma evresi, iddianamenin hazırlanmasıyla beraber sona erer."
Kovuşturma aşaması ne zaman başlar ve ne ile sona erer?,"Kovuşturma aşaması, Savcılık tarafından hazırlanan iddianamenin kabul edilmesiyle başlar ve mahkeme tarafından verilecek hükmün kesinleşmesiyle sona erer."
